label,sentence
negative,राजनीतिक वृत्तमा अहिले संघीयताको मुद्दा जुनरूपमा उचालिएको छ यसरूपमा हाम्रा स्थानीय निकायको अधिकार क्षेत्र के/कति हुने भन्नेबारे छलफल भएको पाइँदैन
negative,अहिले काठमाडौले उपयोग गरिरहेको अधिकार संघीय राजधानीले गर्नेगरी मात्र संघीयतामा जाँदा न मुलुक न त स्थानीय नागरिक कसैलाई पनि फाइदा छैन
negative,यदि यसो भयो भने त्यसले झन् ठूलो भाँडभैलो ल्याउनेछ जुन सितिमिति सम्हाल्न गाह्रो पर्नेछ
negative,संघीयतामा जाँदा प्रदेशमात्र बलियो भयो भने त्यसले तल्लो तहको जनजीविकामा खासै प्रभाव पार्न सक्दैन
negative,स्थानीय तहसम्म अधिकार पुगेन भने भोलिका दिनमा अहिलेको काठमाडौं जस्तै हुनेछन् संघीय राजधानी
negative,अहिले काठमाडांैले उपयोग गर्दै आएको अधिकार संघीय सरकारको राजधानीले गर्नेबाहेक अन्य फरकपना नआउन सक्छ
negative,संघीय व्यवस्थामा प्रदेशभन्दा तलका स्थानीय सरकारमा अधिकार नरहन पनि सक्छ
negative,यसले संघीयतामा जाँदैमा स्थानीय तहमा अधिकार जान्छ भन्ने विचारलाई खण्डन गर्छ
negative,संघीय व्यवस्था हुनेबित्तिकै स्थानीय निकायले कार्यकारी अधिकार पाउँछन् भन्ने होइन
negative,मुलुक संघीय होस् वा एकात्मक विकेन्द्रीकरणबारे व्यापक छलफल बहस र आश्वश्यक पर्दा आन्दोलन भइरहन्छन्
negative,अभियान चलिरहेकै बेला भएका गम्भीर हिंसाका घटनामा संलग्न दोषीलाई त कारबाहीको दायरामा ल्याउन पहल हुँदैन भने अरु बेला के होला
negative,यो पनि अर्को एउटा संवेदनशील पक्ष हो
negative,न त पीडितकै पीडा न्युनीकरणका लागि प्रयास भएका छन्
negative,शरीरमा पेट्रोल खन्याएर जीउँदै जलाइएकी र यही अवधिमा मृत्युवरण गरेकी शिवा महिलामाथि भइरहेका र हुनसक्ने हिंसाको मापन गर्न काफी छिन्
neutral,राज्य पुनःसंरचना आयोगको बहुमतले जातीय पहिचानमा आधारित ११ प्रदेशका लागि सिफारिस गर्योष
neutral,बहुमत पक्षले स्थानीय निकायलाई प्रदेश मातहत राख्नेगरी दुई तहको सरकार सिफारिस गरेको छ भने अल्पमत पक्षले तीन तहको
neutral,त्यसपछि जातीय मुक्ति वर्गीय समानता र अरु थप तर्क आउन सक्छन्
neutral,उदाहरण खोज्न टाढा जानै पर्दैन
neutral,बर्दिया सदरमुकाम गुलरिया नगरपालिका वार्ड नम्बर ८ बस्ने १६ वर्षीया शिवा हासमी यसैको ज्वलन्त उदाहरण हुन
positive,विदेशी शक्तिसँग नजिक रहेको हँुदा कुनै बेला कांग्रेसका सामान्य तहका नेता अमरेश सिंहको पार्टीमा ठूलै हैसियत बनेको थियो
positive,दलबीच मध्यस्थकर्ता बन्नेदेखि बालुवाटारको ढोका उनका लागि सधैँ खुला थियो
positive,अहिले प्रचण्ड पनि बुझ्दैछन् कि सबै खेल अन्त कतैबाट भइरहेको छ
positive,एक पटक विचार गरौं त राष्ट्रपति यो मुलुकका 'फष्ट मेन'हुन
positive,कानुनलाई अन्तिम रुप दिनेदेखि कार्यान्वयन गराउने पनि उनै हुन
positive,प्रकृति र संस्कृतिमा बहुतै धनाढ्य हामी
positive,विश्वमान चित्रमा पृथक छवि कायम रहिआएको छ हाम्रो देश नेपालको
positive,प्राचीनकालदेखि नै मानवले विचरण गर्दै आएको पवित्र भूमि नेपाल
positive,बुटवलबाट प्राप्त भएको १ करोड १० लाख वर्ष पुरानो रामापिथेकस हाल स्वयम्भूस्थित प्राकृतिक विज्ञान संग्रहालयमा सुरक्षित छ को अवशेष यसको एउटा ज्वलन्त नमुना हो
positive,मन्दिरै मन्दिरको देश उपनामले चिनिने यो भूमि प्रकृति र संस्कृतिप्रेमीका लागि त स्वर्गतुल्यै छ
positive,कम्बरमा खुकुरी दौरा र सुरुवालमा सजिएका विश्वको सबैभन्दा होचो कदका चन्द्रबहादुर डाँगी ७२ वर्षीया डाँगी दाङका हुन् हाम्रा गहना हुन्
positive,हजारौं नेपालीका एकल प्रतिनिधिमूलक पात्र चन्द्र हुन्
positive,नेपालकोे सबैभन्दा होचो भूमि धनुषाको मुसहरनियो हो भने कालीगण्डकीको गल्छी विश्वकै सबैभन्दा होचो भू-भाग पनि नेपालीकै भागवण्डामा सुरक्षित छ
positive,हतासमा विश्वको जुनसुकै कुनाबाट आएका आगन्तुकहरु सगरमाथाको प्रवेशद्वार नाम्चे बजारको शीरमा रहेको स्याङ्बोचे विमानस्थलमा राजधानीबाट सोझै अवतरण गर्न सक्छन् जुन नेपालकै सबैभन्दा उच्चस्थलमा अवस्थित विमानस्थल मानिन्छ
positive,भनिन्छ- विश्वमै दुर्लभ मानिने यती वा हिम मानव पनि नेपाली मात्रको गौरव हो
positive,मानव सभ्यता र संस्कृतिको प्राचीनतम् भूमि मुस्ताङ नेपालको मात्र नभएर विश्वमै प्रागमानव बसोबासस्थलका रूपमा प्रसिद्ध र महत्र्वपूर्ण सावित भइसकेको छ
positive,मुस्ताङमा विगत मानव बसोबासको शंृखलाबद्ध इतिहास ई. पू. आठौँदेखि इश्वीको सोह््रौ शताब्दीसम्म निरन्तररूपमा कायम रहँदै आएको पुरातात्र्िवक प्रमाण हामीसँग सुरक्षित छ
positive,प्रागमानवले लाखौं करोडांै वर्षअघिदेखि क्रमिकरूपमा विचरण गर्दै आएको पावन भूमिका साथै विश्वको तेस्रो धु्रवका रूपमा परिचित नेपाल नेपालीहरुको हाम्रो साझा घर हो
positive,यो देवभूमि नेपाल हिमालय र हिमशृंखलाप्रति आकर्षित हुने र रम्न चाहने मानवहरुका लागि त झन् स्वर्गतुल्य छ
positive,सर्वोच्च शिखर हिमाल हाम्रो हो
positive,हिमचुलीको उचाई नेपालीको उचाई हो
positive,हामी नेपालीको गौरव हो
positive,यो हाम्रो शान हो इज्जत र प्रतिष्ठाको विषय हो
positive,हामी नेपाल आमालाई एशियाको स्वीट्जरल्याण्ड तथा दोलखालाई नेपालको स्वीट्जरल्याण्ड भन्न गौरव गछौँ नाक ठाडो पार्छौ तर आज नेपाललाई यस्ता विभिन्न उपनामद्वारा प्रशस्ती गायन गर्नुभन्दा पनि तिनलाई चिनेर भोलिको सुन्दर शान्त र समृद्ध नेपाल निर्माणका लागि व्यावहारिकरूपमा चरितार्थ गर्न सक्नु नै सान्दर्भिक र व्यावहारिक उपलब्धि हुनेछ
positive,यसैगरी अल्पमतले सामर्थ्यमा आधारित ६ प्रदेशको प्रस्ताव गरेको छ
positive,नेपालमा संघीयता स्थानीय निकायसम्म अधिकार पुर्यािउनका लागि चाहिएको हो
positive,मुलुक संघीय होस् वा एकात्मक दुवै अवस्थामा विकेन्द्रीकरण र निक्षेपणका मुद्दा यथावत् रहन्छन्
positive,संघीय व्यवस्था एक तहको विकेन्द्रीकरण मात्र हो
positive,एउटा रोचक तथ्य के छ भने संघीय व्यवस्था भएको छिमेकी मुलुक भारतका जिल्ला पञ्चायत तालुक पञ्चायत र ग्राम पञ्चायतमा भन्दा नेपालका जिविस गाविस तथा नगरपालिकामा बढी अधिकार छ
positive,भारतको कर्नाटक राज्यका ग्राम पञ्चायतले एक हजारभन्दा बढी खर्च गर्नुपर्दा जिल्ला पञ्चायतको स्वीकृति लिनुपर्ने व्यवस्था छ
positive,यसले संघीय शासन व्यवस्थाभित्र पनि स्थानीय निकायलाई कुन रूपमा अधिकारविहीन बनाएर राख्न सक्छन् भन्ने तथ्य उजागर गरेको छ
positive,सो राज्यमा स्थानीय निकायका प्रशासकीय प्रमुख राज्य सरकारले नै पठाउने गर्छ
positive,बरु एकात्मक शासन व्यवस्था भएर पनि नेपालका गाविसलाई निश्चित आर्थिक अधिकार दिइएको छ
positive,गाविसमा पुग्ने लाखौं अनुदान रकम गाउँ परिषद्ले स्वविवेकले खर्च गर्न सक्छन्
positive,स्थानीयस्तरमा राजश्व उठाउने अधिकारसमेत गाविस नगरपालिकाले पाएको छ
positive,मुलुक संघीयतामा जाँदा कार्यकारी अधिकारको परिचालन गर्ने सामर्थ्य स्थानीय निकायलाई दिइनुपर्छ
positive,संघीय व्यवस्था भएका भारत पाकिस्तान मलेसिया मेक्सिको अष्ट्रेलिया भन्दा संघीयता नभएका केन्या क्रोसिया फिलिपिन्स जापानका स्थानीय निकायले निकै बढी अधिकार पाएका छन्
positive,संघीय व्यवस्था भएका अमेरिका स्वीट्जरल्याण्डभन्दा एकात्मक व्यवस्था भएका डेनमार्क स्वेडेन फिनल्याण्डमा अधिकार विकेन्द्रीकरणमा कुनै कमी छैन
positive,कुनै क्षेत्रमा अझ बढी अधिकार दिएको पाइन्छ
positive,त्यसैले यदि अहिलेको संघीयताको मुद्दा स्थानीय निकायलाई सशक्त र अधिकार सम्पन्न बनाउनका लागि हो भने स्ांघीयतामात्र होइन हाम्रा स्थानीय निकायको अधिकारबारे पनि अहिले नै छलफल जरुरी छ
positive,त्यसैले परराष्ट्र मौद्रिक नीति र रक्षाबाहेकका सबै अधिकार स्थानीय निकायलाई उपयोग गर्न दिनुपर्छ
positive,संघीयतामा जाँदा गाउँ र नगरपालिकाको आकारमा छलफल त गर्न सकिएला तर दक्ष बनाउने कुरामा सबैको एकमत हुनुपर्छ
positive,गाउँ तथा नगरपालिकामा अधिकृत स्तरका कर्मचारी लेखापाल इन्जिनियर तथा अन्य विषयगत कर्मचारीको व्यवस्था हुनुपर्छ
positive,कृषि शिक्षा स्वास्थ्य पशु वन मालपोत सिचाई जस्ता कार्यालय गाउँ वा नगरपालिकाको मातहतमा राख्ने व्यवस्था हुनुपर्छ
positive,सडक निर्माणको अधिकार स्थानीय निकायमा हुनुपर्छ
positive,स्थानीय जनशक्तिले धान्न सक्ने निर्माण कार्य गर्ने अधिकार दिनुपर्छ
positive,माध्यमिक तहसम्मका विद्यालय सञ्चालन गर्ने अधिकार गाविस तहमै दिइनुपर्छ
positive,यस्ता निकायमा कर्मचारी नियुक्त गर्ने उनीहरुको वृत्ति विकास गर्ने तथा अख्तियार दुरुपयोग गरेमा दण्ड तथा कारबाही गर्ने अधिकारसमेत स्थानीय निकायमा दिनुपर्छ
positive,यसैगरी स्थानीयस्तरमा राजश्व उठाउने करका आधार र दर निर्धाण गर्ने र त्यसको परिचालन गर्ने अधिकार दिइनुपर्छ
positive,यसका साथै राम्रो काम गर्नेलाई अनुदान बढाउने र राम्रो गर्न नसकेमा अनुदान कटौती गर्ने व्यवस्था गर्नुपर्छ
positive,भन्ने प्रश्न सँगै उठाएका छन् यी घटनाले
neutral,सिटामोल र एन्…
positive,  पोखरामा एन्ज्वाय जोन बनाएर राष्ट्रिय जनशक्तिको सदुपयोग गर्ने भए 
negative, शिक्षामा जब सम्म कालो बजारीको व्यापार हुन्छ तब सम्म देशको उन्नति प्रगतीको ढोका खुल्दैन 
negative,छि
negative,एस्ता बिखय किन चलफलमा आउदैनन् ल्याउन चादैन राजनिती 
negative,अस्पतालमा डाक्टरको लापरबाहीले बच्चा को ज्यान जादा न्याय चाहियो भन्दा उल्टै धम्कीके न्याय हुनेखाने र पहुँच भएका लागि मात्रै हो र
negative, यसमा समाजको दोष छैनबेक्ती बेक्ति मिली समाज बन्ने हो
positive,जति चोटि नि मिल्छ
positive,फेसबुकले हटायो ३ अर्ब फेक अकाउन्ट
negative, छोडेर गइ भन्दैमा 𝓔𝕏  लाई गालि गर्नु हुदैन नारीको सम्मान गर्नु पर्छ बुझ्यो🙏 तर कसम मेरी वालीत बोक्सी नै थी😂
positive, ट्यालेन्ट कै कुरा गर्ने हो भने म जस्तो ट्यालेन्ट र अनुभवी कुक त कतै पनि छैनन  होला😍अझ तिउन पकाउने कुरामा त यति धेरै ट्याले…
positive,एनसेलले ल्यायो ‘अनलिमिटेड रोमिङ्ग डेटा प्याक’
negative,इन्स्टाग्रामबाट ५ करोड चर्चित व्यक्तिका गोप्य डाटा लिक
negative,इन्स्टाग्राममा मत सर्वेक्षण गरेर किशोरीले गरिन् आत्महत्या
positive,अब फेसबुकमा सबैभन्दा माथि ‘बेस्ट फ्रेण्ड’ देखिने
negative,  महिला ले प्रयोग गरेको प्याड बाट बनेको रक्सी र भैसी को सुकुटी खाएर समचार बनाउने र पैसा लिएर कार्टून बनाउने पत्रकार समाज का घिन लाग्दा पात्र हुन
positive,माइक्रोसफ्ट बन्यो १० खर्ब डलरको तेश्रो सार्वजनिक कम्पनी
positive,उच्च आर्थिक वृद्धिदर र सामाजिक न्याय सँगै जान सक्छ
neutral,कापी कलम र खाजा खर्च कसरी जुटाउँछन् 
negative,दुर्इटा पाटा र वत्तीमुनी अँध्याराे सबै बचाउका तर्क हुनमान्छेमा शरम नमएपछी जे भन्दे पनि हुँदाे रहेछ
negative,"संसारमा कहिँ नभएको अधिकार दिएर संविधान बनाउने अनि अधिकार उल्लंघन भयो भन्दै अदालत आउनेलाई न्याय दिँदा विवाद गर्ने ,’ उनले प्रश्न गरे, ‘अदालतले न्याय दिने कि पन्छिने "
positive,"उनको निष्ठा, ईमान, कर्तव्यपरायणता र जवाफदेहितामा आँच नआओस"
negative,"     सरकारले घरघरमा पसेर मधेशी युवा, महिला, वृद्ध र बच्चासमेतलाई टाउको/छाती…"
negative,रात भर जाडपानीमा मस्त रल्लिएका वहा लुपतगाम्नी भित्र चरतिकला देखाम्दै हुनुन्छ 
positive,आफ्नो कामलाई प्रेम…
positive, बंगाल बचाऔ संविधान बचाऔ ममता बानो को भगाऔ
negative,सानाे सानाे बुकुराे पहाडकाे छेउमा मेराे घरत्यै नि साहुले लैदियाे अब मलाइ झनै के काे डर                                        जीवन शर्मा
positive,शुभ पल 
negative,   आइजा चुस बालाराज जलाउनु भन्दा पहिला बादरजात
negative,  यसो भनिरहदा सम्पुर्ण पीडितहरुले पाउने न्याय  माथी नै () त लागेन
positive,तपाईंले जेलाई प्रेम गर्नुहुन्छ त्यसैले तपाईंको जीवनमा प्रगति उन्नति निर्धारण गर्छ
negative,"ट्याक्सिले ठक्कर दिदा एक महिला गम्भीर घाइते,घाइतेलाइ भैरहवा रिफर "
negative, राजनितिको अाडमा मान्छेलाई रड र ईट्टाले पिट्ने श्रीमान श्रीमतिलाई अहिले सम्म प्रक्राउ गरेको छैनन त जनप्रतिनिधिहरुले वास्ता…
positive, मुटुको कुनामा बसेको पल     प्रेम गर्न भैयो सफल       एक अर्कालाई प्रेम र इज्जत गरे                 हुन्छ त्यहा सबै कु…
positive," प्रेम को पहिलो सर्त इज़्ज़त हो जस्ले इज़्ज़त गर्न जान्दैन नि,त्येस्ले कैले माया गर्न सक्दैन"
positive, हाम्रो कर्नालीका प्रमुख सचिव  ज्यु पनि साईकलका पारखी हुनुहुन्छ 
positive,  व्यक्ति प्रसंसा त गर्दैन भैरे तर  व्यक्ति इमान्दार छ भने त्यो कहिँ हच्कनु पर्दैन 
negative," पत्रिकाको भाषा कुनै यौन साहित्यको पुस्तकको जस्तो हुनु विडम्बनापूर्ण त छँदै छ, त्यो भन्दा बढि बाडम्बनापूर्ण भनेको महिला जनप्र…"
positive, डा.बाबुराम भट्टराईको समाजबादी पार्टीको यात्रा देशको नेर्तृत्वको शुभ अबसर हो
negative," जता-जता  दियो  बाल्छु, उतै हावाहुरी  चल्छ ,छिया-छिया यो मुटुमा, अझै तीखो छुरी चल्छ सिधा, सज्जन,  इमान्दार  त, बाँच्नै गा…"
neutral,भाेग्न तयार छु
positive, शिक्षामा जब सम्म कालो बजारीको व्यापार हुन्छ तब सम्म देशको उन्नति प्रगतीको ढोका खुल्दैन 
negative,आखिर राजीनामा नै दिनु भो 
positive,दुईतिहाई वढिकाे मत सिहतकाे सरकार उहाँकै दलकाे 
negative, आउनुस् त्यसो त  माहोल त्यतिसारै बिग्रिसकेको पनि छैन फेरि दशौं हजार मारौ २ ४ वटा सिद्धान्त र साध्य को नाम दिम      वुद्धिजिवि  जो परियो
neutral,तपाइ चाही सारा ज्ञान जानेकाे सर्वज्ञवाजे हाे 
negative, जब मनमा फुर्ने हरेक शब्द बेदनाको हुन्छन नि तब कसम लेखनका लागि पनि हात अगि बडदैन रहेछ
positive, हाहा 😂😂 कस्तो राम्रो जोक
negative, अहिले मुलुकको प्रमुख समस्या 
positive," संसार एक रंग मन्च हो, जीवन एक कथा हो "
positive, सही सही ;))
positive, यही टुइटरले सब्य भाषा बोल्न सिकायोयही टुइटरले मन्को भाब खोल्न सिकायो न कसैको भाबनामा खेल्बाड् गर्न सिकायोन त आफुलाइ…
positive,"यो पनि कुण्ठित हुने हो भने प्रजातन्त्रको शाख खस्किन्छ, बिस्वसनियतामा क्षयीकरण हुदै जान्छ"
positive,"तर तिनले आफ्ना साह्रै मिजासिला र ईमान्दार आफ्ना बाबाआमालाई चै २ हप्ताको लागि भनी, नेपाल पठाई दिए"
positive,स्वतन्त्र रेडियोको गरिमा जोगाइरहन सफल होश 
positive,हामि सहि हुनुपर्छ
neutral,"अढाई वर्षमा ओली सरकार ढालेर बामदेव गौतम आउँछन्, आगामी चुनावमा कांग्रेसतिर बहुमत लगेर सुजाता पहिलो महिला प्रधानमन्त्री हुन्छिन्, १० वर्षमा एमालेतिर जनता फर्काएर बिष्णु पौडेल सिंहदरबार पुग्छन्, अर्को ५ वर्ष आफैं बम पड्काएर चुनाव जित्नेले खान्छ, अबको २० वर्षमा म मुकुन्दे आउँछुआउँछु"
neutral,"""विद्यालयमा प्रजनन् प्रणाली भन्ने पाठ शिक्षकहरू पढाउँथेनन् बरु आफैँ पढ भनेर छोडिदिन्थे "
positive, म चाहिँ प्रस्ट भए दाइ
negative, विराटनगरका व्यापारीसँग नेपाल र भारतको परिचयपत्र 
negative," कथित ""जन(धन) युद्द""आतंकरी गतिबिधिलाई महाभारत सग दाज्ने"
positive,"उन्नती प्रगतिको खबर लिएर आऊनेछू, आँखामा मानसरोवर…"
neutral,उनीहरूले नियमित औषधि सेवन गर्नुपर्छ 
negative,बिदेशी इसाईको प्रायोजन निर्देशनमा सम्पन्न भएको दशबर्षे जनयुद्धको आडमा झोले कम्युनिस्टले लाद्देको गणतन्त्र लोकतन्त्र धर्मनिरपेक्षको प्रमुख उपलब्धि मुलुकभर खुल्लेआम हिन्दु धर्मसंस्कृति माथी भैरहेको प्रहार तिब्र धर्म परिवर्तनबाट समाजमा फैलिएको विकृति विसङ्गतीको नमुना हो यो तस्वीर🐒
positive," जुन सजीलै पईन्छ त्यो       “घोका हो”,जुनमुस्किलले पाईन्छ त्यो         “ईज्जत हो”,जुनमनबाट पाईन्छ त्यो        “माया…"
negative," नारीको ""इज्जत"" र हामी ""फेक"" को परिचय उत्ति नै ""संबेदनशिल"" कुरा हुन त्यसैले आफ्नो कपडा खोलेर नाङ्गै हिड्न सक्नेले मात्रहा…"
negative,झुठो सपना देखाएर गरिबको छातीमा टेकेर सत्ताको भार्याङ चढ्न पुगे तर के पाय त ती गरिबहरुले जुन सुकै अफिस मा घुस नभैएकपाइलो पनि फाइल सर्दैन के यै हो त उपलब्धी 
positive, स्थानीय घोषणापत्र अबहोगान्याय महराजगंजसुप्रियाकेसाथ   
negative,पश्चिमी पर्साको पटेर्वा सुगौली गाउँपालिकाका प्रमुख हरिनारायण रौनियारले आफ्नै उपप्रमुख ममता महतो थारुसहित पाँचजना माथि जिल्ला अदालत पर्सामा गालीबेइज्जती मुद्दा दायर गरेका छन् 
negative,"उद्यम–व्यवसाय गर्न चाहने कतिपय महिला उपयुक्त सल्लाह, तालिम र पुँजीको अभावमा हच्किने गरेका पनि छन् "
positive,अहिलेको नेकपाले कोको सँग एकता गर्नुपर्ने हो गरोस् तर आगामी निर्वाचनमा प्रत्येक्ष निर्वाचित कार्यकारी प्रमुख राष्ट्रपतीय शासन प्रणाली अबलम्बन गर्दै राष्ट्रपतीको उमेदवार घोषणा गरेर स्पष्ट भिजन अघि बढोस्  
positive,आफ्नो क्षेत्रमा विकास गर्न सांसद…
positive,आधुनिक जबानामा-पुजाको परिचय अत्यनतै जरुरीविभिन्न गुरुजु सग गएर  सोधौ
negative, एउटो नेपाल पठाई दिनु देखासिक गरिउरि दोहोरो पासपोर्टवालाले  नेपालमै डिस्टिब्युटरस खोल्च गज्ज्पले बेपार गर्च घासकाट्नी आधुनिक मिसिन हसिया पनि हराउछ गज्जब 
negative," म हुरीमा दियो जलेको देख्छु,म पानीमा आगो बलेको देख्छुम पागल भएँ कि यहाँ, इमान हरायोमायाले माया नै छलेको देख्छुमुना म…"
positive,अनशनरत नर्सहरुको जीवन रक्षाको लागि अभियानको अपिल डसरनदरभणडर नरस नपलकलगनपलपुरा समाचार पढ्न यहाँ क्लिक गर्नुस्:
positive,ममता बनर्जी कडा रैछिन 
negative,देशको सरकार प्रमुख र नेता नै दलाल भएपछि जनताले कहिले सुखको अनुभुति गर्नु 
positive," समृद्ध नेपाल, सुखी नेपालीको राष्ट्रिय आकांक्षा पूरा गर्ने प्रमुख आधार हरेक नागरिकका लागि सूचना प्रविधिमा पहुँच सुनिश्चित ग…"
positive, जनताको बहुदलीय जनबाद (जबज )प्रतिपादक तथा   युगान्तकारी बिश्व कम्युनिष्ट आन्दोलनको  सिद्धान्त  र बिचारका  प्रणेता जननेता कम…
negative,"पीडित भन्छन्, सजाय पुग्दै पुगेन "
negative,‘न्याय माग्दा नालामा फाल्ने धम्की दिए’
positive," रक्सी,चुरोट र सुर्तीजन्य पदार्थकाे त कुरै छाैडाैस्याङ्जालिलाइ सबै भन्दा मन पर्ने मासु नि मेरो लागि चल्दैननियमित व्यायाम गर्नु त दिनको सुभ सुरुवात नै हो स्वस्थ र पोसिलो मात्र हैन पुर्ण आर्गानिक आफै उत्पादन गरेर खान्छुस्वास्थ्य परीक्षणकाे लागि मेरै आफ्नै भाइ डा.छजय झापाली🤣🤣"
negative, ✍️✍️कठिन रहेछ  यहाँ कर्म घर  सम्हाल्न सकिन आमामन थामेर बसेकी छु इज्जत फाल्न सकिन आमातिमी  जस्तो नहुँदो  रहेछिन सा…
positive," जसले दर्शन बुझेको छ , उ कुनै पनि हालतमा सानो बहकाइले पथभ्रष्ट हुन सक्दैन "
negative, किन आतुर छन् देश छोड्न नेपाली महिला
positive," सोच बदल्नुस खुशी आफै मिल्छ ,स्वभाव बदल्नुस ईज्जत आफै मिल्छ ,बाटो सही रोज्नुस् गन्तव्य आफै मिल्छ शुभविहानी 🤗शुभदिन😍"
negative,मुस्लिम समुदायका मानिस हरु केटाकेटी बुडाबुडी युवा युवती एक महीना रमजानमा दिनमा केही नखाइ व्रत बस्छन् हाम्रो समाजमा कहिलेकाही यसो महिला हरु व्रत बसे भने आजभोलि पनि यस्तो रुढीबादी परम्पराको विश्वास गर्ने हो भन्छन् वरिष्ठ हरु🤛🤛
negative, इमान बेच्ने पसल छ कि कतै खोज्न मन लाग्छ एउटा मान्छे असल छ कि कतै खोज्न मन लाग्छ  भोक कराउंछ जब गरिबको पेट भित्र बेस्सरी…
positive,"  कस्ले पाउदैन भनेको छ र ,कैले लोग्ने मर्ला र अर्को पोइला  जौउ जस्तो भको होला गए हुन्छ कसैले छेक्दैन"
positive, को रेडमी नोट ७ को प्रमुख विशेषतामा ४८ मेगापिक्सलको रियर क्यामेरा रहेको छ 
negative,"तर, राप्ती स्वास्थ्यविज्ञान प्रतिष्ठानको लापरबाहीका कारण बिरामीले मार खेप्दै आएका छन् "
positive,‘अझै अदृश्य’ मा जॉदा मलाई कवी   को एउटा  याद आयो- “       ”यस मानेमा तपॉईको ‘अदृश्य’ ईश्वर र भुतमा मात्र सिमित भएको देखिन्छ
negative, पुरुषले आफू माथी गरेको दमन र अन्यायको बदलामा महिलाले एसिड छ्यापे भने कति पुरुषहरुको अनुहार कुरुप देखिन्थे होला 
neutral,नेकपाका अध्यक्षः ऐन महर सह–अध्यक्षः रञ्जित तामाङ युवा संगठन अध्यक्षः दीपशिखा सह–अध्यक्षः रमेश पौडेल महिला संगठन  अध्यक्षः अमृता थापा सह–अध्यक्षः सीता पौडेल मजदुर संगठन अध्यक्षः विनोद श्रेष्ठ सह–अध्यक्षः जगत
positive,न्याय क्षेत्रमा समन्यायका लागी बढेका पाइलाहरू 
positive,महिला हिंसा हुन नदिन विशेष प्रहरी टोली
negative,अर्वाैका नीति निर्माणमा केन्द्रित हुनुपर्ने सांसदले कार्यपालिकासंग केही कराेड रूपिया चाहियाे भनेर राेदन गर्नु अाफ्नाे पदकाे गरिमा नबुझ्नु हाे 
positive, सोध्न चाहान्छु महिलालाई छोटो कपडा लाउँदा र लामो लाउँदाको भिन्नता केएदि मन हेर्न पर्छ भने शरीर कस्लाई देखाकोत्यो…
neutral,गीतको लवज सुनेर सिथान गेस गर्नु त लौ
neutral,रक्सी लिभर सिरोसिसको प्रमुख कारण हो 
neutral, होटल बाट जोडि उठाउने कार्य कुन प्रहरी प्रमुख देखि शुरु भएको होला 
positive, कस्ले भन्छ मैले छोएको पानी चल्दैन भनेर हरेक मुहान खन्न बनाए का औजार हरु मेरा हात ले बनेका छन
negative,"बिहारबाट कन्हैया कुमार जस्ताले चुनाव जित्न र प्युठानबाट दामोदर जस्ताले चुनाव जित्न यस्तो समाजबाट यो जुनीमा सम्भव छैन भन्नेकुरा आज फेरी पुस्टि भो,जवसम्म समाजमा व्यापक गरिवी, वेरोजगारी र अशिक्षा कायम रहनछ तवसम्म त्यो समाजले कदापि यस्ता भिजनादारी युवाहरुलाई जिताउन सक्दैन  यथार्थता"
positive, सम्झना इश्वर 😍😊
neutral,खाेजविन हाेस सरकार 
negative, विद्वान अर्थमन्त्रीले आफैंमाथि न्याय गर्नुभएन बाबुराम भट्टराई
positive, संसारका सम्पुर्ण ब्याक्तिको खबर राख्न आवस्यक छैन 
negative,"जुन कोठामा सोह्र शृङ्गारले सजिएकी, विभिन्न गरगहनाले अलङ्कृत, सुगन्धित पदार्थद्वारा शरीरलाई सुवासित गरेकी र सुन्दर वस्त्र पहिरिएकी स्त्री लजाउँदै र मुस्कुराउँदै प्रवेश गर्नुपर्छ "
positive," महिला अधिकार, महिला-पुरूष बराबर पक्षधरलाई त हार्डकपी फाइल गरी राख्न सुझाव, डा. विश्वको यो लेख "
negative,झुण्डिएर मर्ने त उनिहरूलाई बनाउनु…
negative,त्यही गहिराइमा खसाएर मार्छन कि भनेर 😂😂😂
positive," मेरो मम्मी,तिमी ,अनि मेरो दिदी,मैले आदर गर्ने नारीहरू😮😮उहाँको यो भनाइ सबै भन्दा महंगो उपहारमेरो जिन्दगीमा😮😮यदि कसै…"
